Row_ID,Store_ID,Year,Quarter,Total_Revenue,COGS,Profit
1926,170,2023,Q3,47767.55265,30567,17200.55265
1927,170,2023,Q3,18066.47524,25814,-7747.524761
1928,170,2023,Q3,43707.51156,45643,-1935.488443
1938,171,2023,Q3,45360.8443,11043,34317.8443
1939,171,2023,Q3,33323.7219,29500,3823.721905
1940,171,2023,Q3,19979.52796,25529,-5549.472036
1950,172,2023,Q3,33796.09655,32843,953.0965451
1951,172,2023,Q3,36536.3396,10929,25607.3396
1952,172,2023,Q3,13672.82611,16436,-2763.173891
1962,173,2023,Q3,36388.20675,22524,13864.20675
1963,173,2023,Q3,23670.326,13179,10491.326
1964,173,2023,Q3,49755.37543,54863,-5107.624568
1974,174,2023,Q3,37448.36582,20170,17278.36582
1975,174,2023,Q3,46927.2282,25191,21736.2282
1976,174,2023,Q3,36451.91347,17644,18807.91347
1986,175,2023,Q3,16522.26578,23811,-7288.734223
1987,175,2023,Q3,23370.77437,23789,-418.2256268
1988,175,2023,Q3,37098.69801,15785,21313.69801
1998,176,2023,Q3,11748.44815,17084,-5335.55185
1999,176,2023,Q3,41405.33517,14560,26845.33517
2000,176,2023,Q3,31886.70503,39974,-8087.294968
2010,177,2023,Q3,37569.37921,33775,3794.379206
2011,177,2023,Q3,20255.89455,28286,-8030.105445
2012,177,2023,Q3,43039.51345,35514,7525.513454
2022,178,2023,Q3,15735.48565,13074,2661.485648
2023,178,2023,Q3,47271.50919,45394,1877.509188
2024,178,2023,Q3,38991.77173,31954,7037.771732
2034,179,2023,Q3,48034.69636,31034,17000.69636
2035,179,2023,Q3,42676.75125,32423,10253.75125
2036,179,2023,Q3,45453.1822,46489,-1035.817801
2046,180,2023,Q3,27945.94118,24845,3100.941177
2047,180,2023,Q3,41117.62511,24292,16825.62511
2048,180,2023,Q3,32543.37886,10676,21867.37886
2058,181,2023,Q3,29270.26695,11628,17642.26695
2059,181,2023,Q3,40721.3138,15080,25641.3138
2060,181,2023,Q3,44344.76644,27210,17134.76644
2070,182,2023,Q3,33584.94712,27401,6183.947115
2071,182,2023,Q3,39656.17823,36161,3495.17823
2072,182,2023,Q3,34714.82399,15456,19258.82399
2082,183,2023,Q3,40159.25489,26652,13507.25489
2083,183,2023,Q3,37807.89676,20919,16888.89676
2084,183,2023,Q3,31996.36051,18904,13092.36051
2094,184,2023,Q3,42330.21472,18313,24017.21472
2095,184,2023,Q3,21253.29074,14642,6611.290744
2096,184,2023,Q3,42714.16754,32782,9932.167538
2106,185,2023,Q3,48610.66691,35400,13210.66691
2107,185,2023,Q3,38988.08653,11861,27127.08653
2108,185,2023,Q3,23863.61551,18441,5422.615513
2118,186,2023,Q3,45668.52272,52615,-6946.477283
2119,186,2023,Q3,32059.33961,36982,-4922.660392
2120,186,2023,Q3,41991.03538,49292,-7300.964621
2130,187,2023,Q3,21091.12997,21467,-375.8700289
2131,187,2023,Q3,47338.2107,48663,-1324.7893
2132,187,2023,Q3,38640.72667,25681,12959.72667
2142,188,2023,Q3,29114.98693,29467,-352.0130652
2143,188,2023,Q3,20693.65956,19854,839.6595646
2144,188,2023,Q3,43843.16965,36393,7450.16965
2154,189,2023,Q3,22568.82015,11886,10682.82015
2155,189,2023,Q3,15122.82212,11267,3855.82212
2156,189,2023,Q3,22506.87982,11863,10643.87982
2166,190,2023,Q3,38167.83814,46212,-8044.161862
2167,190,2023,Q3,35438.19809,12050,23388.19809
2168,190,2023,Q3,44245.11361,11894,32351.11361
2178,191,2023,Q3,39218.75309,32707,6511.753095
2179,191,2023,Q3,35274.60704,32664,2610.607036
2180,191,2023,Q3,46240.08009,28585,17655.08009
2190,192,2023,Q3,38746.45575,23121,15625.45575
2191,192,2023,Q3,13227.74027,13207,20.74027101
2192,192,2023,Q3,20977.51231,17027,3950.512309
2202,193,2023,Q3,34927.23168,41603,-6675.76832
2203,193,2023,Q3,15678.57862,22941,-7262.421382
2204,193,2023,Q3,31420.00566,31938,-517.99434
2214,194,2023,Q3,49035.75551,18613,30422.75551
2215,194,2023,Q3,11253.88397,13961,-2707.11603
2216,194,2023,Q3,23284.54921,11138,12146.54921
2226,195,2023,Q3,26986.59357,24616,2370.59357
2227,195,2023,Q3,20852.58074,20791,61.58073874
2228,195,2023,Q3,33405.32051,27645,5760.320513
2238,196,2023,Q3,17387.21198,22340,-4952.788017
2239,196,2023,Q3,48514.71205,46190,2324.712045
2240,196,2023,Q3,22089.82516,27655,-5565.174838
2250,197,2023,Q3,13327.62404,10080,3247.624036
2251,197,2023,Q3,26971.13906,25430,1541.139059
2252,197,2023,Q3,28355.99145,12829,15526.99145
2262,198,2023,Q3,30359.5,29845,514.4999973
2263,198,2023,Q3,25872.55525,24805,1067.555255
2264,198,2023,Q3,32120.82362,21492,10628.82362
2274,199,2023,Q3,15390.26776,13597,1793.26776
2275,199,2023,Q3,42599.78697,39838,2761.786973
2276,199,2023,Q3,19669.70067,25555,-5885.299328
2286,200,2023,Q3,39108.54051,10208,28900.54051
2287,200,2023,Q3,34054.5308,37878,-3823.469202
2288,200,2023,Q3,44230.11858,18710,25520.11858
2298,201,2023,Q3,15563.79801,10340,5223.798014
2299,201,2023,Q3,24000.55624,21494,2506.556237
2300,201,2023,Q3,41333.84424,17466,23867.84424
2310,202,2023,Q3,40685.1751,28736,11949.1751
2311,202,2023,Q3,12087.83693,14310,-2222.163065
2312,202,2023,Q3,25074.41138,14590,10484.41138
2322,203,2023,Q3,28605.67633,29978,-1372.32367
2323,203,2023,Q3,26979.75442,29618,-2638.24558
2324,203,2023,Q3,43053.97044,39983,3070.970436
2334,204,2023,Q3,48055.82825,35719,12336.82825
2335,204,2023,Q3,21031.74985,30750,-9718.250145
2336,204,2023,Q3,41259.35917,31297,9962.359168
2346,205,2023,Q3,39855.05965,14278,25577.05965
2347,205,2023,Q3,12493.69584,22171,-9677.304165
2348,205,2023,Q3,22339.68798,27170,-4830.312024
2358,206,2023,Q3,24740.14069,13474,11266.14069
2359,206,2023,Q3,32447.14001,18332,14115.14001
2360,206,2023,Q3,37679.14343,10933,26746.14343
2370,207,2023,Q3,42608.75902,51254,-8645.240983
2371,207,2023,Q3,28010.70299,19016,8994.702991
2372,207,2023,Q3,47384.23883,10472,36912.23883
2382,208,2023,Q3,43699.90971,37513,6186.90971
2383,208,2023,Q3,17148.62312,17199,-50.37688441
2384,208,2023,Q3,38085.4954,45672,-7586.504596
2394,209,2023,Q3,40940.40062,16210,24730.40062
2395,209,2023,Q3,12794.76405,18799,-6004.235949
2396,209,2023,Q3,10836.88837,14464,-3627.111626
2406,210,2023,Q3,38580.93198,37523,1057.931983
2407,210,2023,Q3,29565.63717,39119,-9553.36283
2408,210,2023,Q3,37131.60363,22778,14353.60363
2418,211,2023,Q3,22217.02354,12838,9379.023537
2419,211,2023,Q3,13616.2328,13568,48.23280191
2420,211,2023,Q3,48147.76092,54759,-6611.239076
2430,212,2023,Q3,14854.52939,20101,-5246.470609
2431,212,2023,Q3,19749.33878,23374,-3624.661223
2432,212,2023,Q3,28522.60532,31085,-2562.394682
2442,213,2023,Q3,31607.56534,29504,2103.565344
2443,213,2023,Q3,31882.58757,22629,9253.587565
2444,213,2023,Q3,27855.89792,22592,5263.897915
2454,214,2023,Q3,47760.35172,45229,2531.351723
2455,214,2023,Q3,17278.70228,15942,1336.702282
2456,214,2023,Q3,26008.41641,11874,14134.41641
2466,215,2023,Q3,24863.95095,14475,10388.95095
2467,215,2023,Q3,33096.21372,13871,19225.21372
2468,215,2023,Q3,18070.27542,15418,2652.275421
2478,216,2023,Q3,24587.67604,19093,5494.676035
2479,216,2023,Q3,14573.47614,19753,-5179.523858
2480,216,2023,Q3,31311.41994,33575,-2263.580063
2490,217,2023,Q3,43781.10318,38480,5301.103177
2491,217,2023,Q3,27191.43029,22033,5158.430295
2492,217,2023,Q3,16143.11316,12069,4074.113161
2502,218,2023,Q3,48577.78978,54622,-6044.21022
2503,218,2023,Q3,13964.14471,12344,1620.144715
2504,218,2023,Q3,33533.52508,38320,-4786.474918
2514,219,2023,Q3,32707.36008,18530,14177.36008
2515,219,2023,Q3,18706.54143,13919,4787.541427
2516,219,2023,Q3,10858.42131,13496,-2637.578688
2526,220,2023,Q3,20229.53714,11079,9150.537145
2527,220,2023,Q3,19335.85858,11582,7753.858585
2528,220,2023,Q3,34517.57544,22625,11892.57544
2538,221,2023,Q3,23002.59315,26530,-3527.406845
2539,221,2023,Q3,30805.7283,28211,2594.728298
2540,221,2023,Q3,22348.96517,30880,-8531.034831
2550,222,2023,Q3,21870.19915,13248,8622.19915
2551,222,2023,Q3,39385.5086,42402,-3016.491402
2552,222,2023,Q3,43311.36888,52356,-9044.63112
2562,223,2023,Q3,17554.04799,17782,-227.9520132
2563,223,2023,Q3,48204.26914,48937,-732.7308639
2564,223,2023,Q3,23735.45731,25055,-1319.542694
2574,224,2023,Q3,23852.20475,29945,-6092.795248
2575,224,2023,Q3,35807.37557,11050,24757.37557
2576,224,2023,Q3,40257.01842,27732,12525.01842
2586,225,2023,Q3,21452.6901,13544,7908.690101
2587,225,2023,Q3,21817.41203,16547,5270.412033
2588,225,2023,Q3,27310.45472,12174,15136.45472
2598,230,2023,Q3,40565.93225,25867,14698.93225
2599,230,2023,Q3,12375.40517,13645,-1269.594834
2600,230,2023,Q3,16395.64072,13374,3021.640718
2610,231,2023,Q3,24169.45981,33240,-9070.54019
2611,231,2023,Q3,31347.64437,15598,15749.64437
2612,231,2023,Q3,27753.7402,27560,193.7402025
2622,232,2023,Q3,42878.65593,22589,20289.65593
2623,232,2023,Q3,39149.80104,18992,20157.80104
2624,232,2023,Q3,15643.56872,16681,-1037.431277
2634,233,2023,Q3,34861.10581,37822,-2960.894192
2635,233,2023,Q3,43356.19395,29787,13569.19395
2636,233,2023,Q3,12252.00969,20790,-8537.990311
2646,234,2023,Q3,42518.77511,23876,18642.77511
2647,234,2023,Q3,16764.19088,16921,-156.8091213
2648,234,2023,Q3,36856.86696,14242,22614.86696
2658,235,2023,Q3,31395.32239,16428,14967.32239
2659,235,2023,Q3,20878.89721,29299,-8420.102791
2660,235,2023,Q3,47007.08187,32050,14957.08187
2670,236,2023,Q3,15467.89336,10453,5014.893363
2671,236,2023,Q3,30024.71713,11151,18873.71713
2672,236,2023,Q3,41510.66169,25918,15592.66169
2682,237,2023,Q3,35175.89699,31250,3925.896994
2683,237,2023,Q3,47246.30192,18410,28836.30192
2684,237,2023,Q3,41903.45922,14811,27092.45922
2694,239,2023,Q3,23560.68434,27888,-4327.315661
2695,239,2023,Q3,12495.38315,18806,-6310.61685
2696,239,2023,Q3,19481.50162,23848,-4366.498376
2706,240,2023,Q3,19313.46912,13485,5828.469124
2707,240,2023,Q3,43606.76289,45671,-2064.237112
2708,240,2023,Q3,40739.02386,39035,1704.02386
2718,241,2023,Q3,33946.40904,12502,21444.40904
2719,241,2023,Q3,16922.1987,14827,2095.198703
2720,241,2023,Q3,28169.1977,28875,-705.8022962
2730,243,2023,Q3,32328.61175,21790,10538.61175
2731,243,2023,Q3,48336.37388,39472,8864.37388
2732,243,2023,Q3,16727.49614,12290,4437.496145
2742,244,2023,Q3,23828.90624,25722,-1893.093764
2743,244,2023,Q3,26008.70277,17664,8344.702775
2744,244,2023,Q3,31908.49725,28581,3327.497251
2754,245,2023,Q3,14832.2376,20615,-5782.762398
2755,245,2023,Q3,29133.15075,21412,7721.150752
2756,245,2023,Q3,48013.4825,23562,24451.4825
2766,246,2023,Q3,28106.0774,17267,10839.0774
2767,246,2023,Q3,29730.36023,24976,4754.360227
2768,246,2023,Q3,48379.92177,13900,34479.92177
2778,247,2023,Q3,31224.659,23242,7982.659004
2779,247,2023,Q3,33813.24258,38641,-4827.75742
2780,247,2023,Q3,44519.41466,38376,6143.414661
2790,248,2023,Q3,15772.92612,17090,-1317.073875
2791,248,2023,Q3,13150.93873,15639,-2488.061271
2792,248,2023,Q3,28760.05081,10480,18280.05081
2802,249,2023,Q3,41369.46873,15487,25882.46873
2803,249,2023,Q3,29631.09239,11710,17921.09239
2804,249,2023,Q3,10372.90536,19471,-9098.094637
2814,250,2023,Q3,38276.12424,36571,1705.124242
2815,250,2023,Q3,25272.89023,25320,-47.10976539
2816,250,2023,Q3,32445.58232,32715,-269.4176762
2826,251,2023,Q3,19124.11773,18005,1119.117733
2827,251,2023,Q3,24907.16866,20775,4132.168663
2828,251,2023,Q3,16632.68759,17750,-1117.312412
2838,253,2023,Q3,39335.86629,26098,13237.86629
2839,253,2023,Q3,32169.56087,36776,-4606.43913
2840,253,2023,Q3,27996.68194,34999,-7002.318056
2850,254,2023,Q3,15208.75282,15071,137.752825
2851,254,2023,Q3,14087.02245,19737,-5649.977552
2852,254,2023,Q3,25056.14579,19741,5315.145793
2862,258,2023,Q3,39198.54375,44817,-5618.456251
2863,258,2023,Q3,21469.60737,13013,8456.607374
2864,258,2023,Q3,25113.05753,13845,11268.05753
2874,270,2023,Q3,49160.08007,56068,-6907.919931
2875,270,2023,Q3,34310.17512,22889,11421.17512
2876,270,2023,Q3,19005.01508,18439,566.015076
2886,280,2023,Q3,27602.85731,13983,13619.85731
2887,280,2023,Q3,10143.21973,12834,-2690.780269
2888,280,2023,Q3,28219.1922,34897,-6677.807804
2898,281,2023,Q3,11041.71824,15277,-4235.281762
2899,281,2023,Q3,14875.22487,23752,-8876.775132
2900,281,2023,Q3,33164.41911,21317,11847.41911
2910,282,2023,Q3,18623.25408,17059,1564.254076
2911,282,2023,Q3,45054.83379,30591,14463.83379
2912,282,2023,Q3,17715.34908,13172,4543.349076
2922,283,2023,Q3,17026.55267,23650,-6623.447332
2923,283,2023,Q3,43625.55699,43561,64.55699155
2924,283,2023,Q3,24979.20503,13831,11148.20503
2934,284,2023,Q3,45813.23062,50344,-4530.769377
2935,284,2023,Q3,40984.6022,14916,26068.6022
2936,284,2023,Q3,45332.73651,38467,6865.736507
2946,300,2023,Q3,43637.70701,26425,17212.70701
2947,300,2023,Q3,47910.69259,28240,19670.69259
2948,300,2023,Q3,19559.33662,22412,-2852.66338
2958,301,2023,Q3,44345.16547,10203,34142.16547
2959,301,2023,Q3,20683.4899,16407,4276.489896
2960,301,2023,Q3,17204.12672,13708,3496.126716
2970,302,2023,Q3,26747.89629,16242,10505.89629
2971,302,2023,Q3,10613.77861,12495,-1881.221393
2972,302,2023,Q3,49119.43873,55466,-6346.561274
2982,303,2023,Q3,31122.06223,12204,18918.06223
2983,303,2023,Q3,41723.15197,43773,-2049.848032
2984,303,2023,Q3,13458.62367,14173,-714.3763256
2994,304,2023,Q3,43111.34431,12599,30512.34431
2995,304,2023,Q3,14831.27744,13149,1682.277436
2996,304,2023,Q3,17867.44443,13355,4512.444427
3006,305,2023,Q3,19521.89408,15753,3768.894081
3007,305,2023,Q3,13763.72786,22368,-8604.272142
3008,305,2023,Q3,33549.68152,35117,-1567.318484
3018,306,2023,Q3,46405.78319,21518,24887.78319
3019,306,2023,Q3,13877.37914,23152,-9274.620855
3020,306,2023,Q3,27719.53286,31273,-3553.467135
3030,310,2023,Q3,45221.94598,47220,-1998.054018
3031,310,2023,Q3,19668.23807,13739,5929.23807
3032,310,2023,Q3,46578.00267,19618,26960.00267
3042,350,2023,Q3,16761.90226,10856,5905.902262
3043,350,2023,Q3,43323.10298,12118,31205.10298
3044,350,2023,Q3,46860.9076,47901,-1040.092399
3054,351,2023,Q3,41693.72822,40884,809.7282161
3055,351,2023,Q3,38954.49165,29206,9748.491646
3056,351,2023,Q3,28831.58898,27352,1479.588983
3066,352,2023,Q3,25229.02731,11475,13754.02731
3067,352,2023,Q3,18255.93366,24967,-6711.066345
3068,352,2023,Q3,11593.92741,17932,-6338.072595
3078,360,2023,Q3,36847.84244,42656,-5808.157565
3079,360,2023,Q3,43247.88498,43223,24.8849844
3080,360,2023,Q3,48685.18551,26850,21835.18551
3090,361,2023,Q3,37632.81476,35586,2046.81476
3091,361,2023,Q3,11176.84344,15990,-4813.156565
3092,361,2023,Q3,16835.93209,13691,3144.932086
3102,400,2023,Q3,18114.71392,12402,5712.713919
3103,400,2023,Q3,26523.8612,34762,-8238.138803
3104,400,2023,Q3,22437.5657,20406,2031.565703
3114,401,2023,Q3,13993.94814,14013,-19.05186432
3115,401,2023,Q3,19098.95164,14397,4701.951636
3116,401,2023,Q3,41477.14679,17498,23979.14679
3126,402,2023,Q3,43168.55377,44209,-1040.446234
3127,402,2023,Q3,35477.45895,27059,8418.45895
3128,402,2023,Q3,22737.72193,27250,-4512.278071
3138,403,2023,Q3,16435.75786,17947,-1511.242145
3139,403,2023,Q3,13028.57133,17286,-4257.428672
3140,403,2023,Q3,43244.33048,14387,28857.33048
3150,404,2023,Q3,15081.39304,20575,-5493.606961
3151,404,2023,Q3,15625.77273,16754,-1128.227267
3152,404,2023,Q3,11527.45035,19911,-8383.549648
3162,405,2023,Q3,49249.52898,34214,15035.52898
3163,405,2023,Q3,48672.04931,48842,-169.9506937
3164,405,2023,Q3,43125.79417,24529,18596.79417
3174,406,2023,Q3,46311.60479,50612,-4300.395206
3175,406,2023,Q3,43624.05686,36985,6639.056859
3176,406,2023,Q3,43575.01935,14324,29251.01935
3186,407,2023,Q3,12797.0155,10984,1813.015502
3187,407,2023,Q3,10078.23579,11032,-953.7642103
3188,407,2023,Q3,47903.68633,42667,5236.686328
3198,408,2023,Q3,22909.95105,22204,705.9510473
3199,408,2023,Q3,42539.83664,24852,17687.83664
3200,408,2023,Q3,30153.94324,11655,18498.94324
3210,426,2023,Q3,37968.64428,31266,6702.644277
3211,426,2023,Q3,45660.80086,48684,-3023.199138
3212,426,2023,Q3,44890.16297,26965,17925.16297
3222,427,2023,Q3,11045.97988,15886,-4840.020118
3223,427,2023,Q3,31636.72027,10110,21526.72027
3224,427,2023,Q3,30178.8039,29467,711.8038954
3234,428,2023,Q3,22879.82304,19947,2932.823037
3235,428,2023,Q3,43029.41314,45001,-1971.586856
3236,428,2023,Q3,15801.94709,17179,-1377.05291
3246,429,2023,Q3,33874.54625,13637,20237.54625
3247,429,2023,Q3,32347.43603,33030,-682.5639721
3248,429,2023,Q3,13254.79814,17681,-4426.201861
3258,431,2023,Q3,10636.3226,16634,-5997.677396
3259,431,2023,Q3,21198.55352,13306,7892.553523
3260,431,2023,Q3,39701.34062,25728,13973.34062
3270,451,2023,Q3,12554.14003,10613,1941.140028
3271,451,2023,Q3,18263.61683,12946,5317.616831
3272,451,2023,Q3,27376.95105,36294,-8917.048946
3282,452,2023,Q3,10210.76416,17672,-7461.235837
3283,452,2023,Q3,29452.80514,12197,17255.80514
3284,452,2023,Q3,18937.07078,27036,-8098.929223
3294,453,2023,Q3,19824.84035,21457,-1632.15965
3295,453,2023,Q3,43799.44293,41020,2779.442927
3296,453,2023,Q3,18810.99571,21979,-3168.004288
3306,454,2023,Q3,47275.09319,20816,26459.09319
3307,454,2023,Q3,32987.97054,23793,9194.97054
3308,454,2023,Q3,20244.60884,16525,3719.60884
3318,455,2023,Q3,35803.84761,35663,140.8476081
3319,455,2023,Q3,15030.29349,19205,-4174.706507
3320,455,2023,Q3,22062.52166,15045,7017.52166
3330,460,2023,Q3,45420.42368,54721,-9300.576323
3331,460,2023,Q3,10380.12268,14943,-4562.877316
3332,460,2023,Q3,29583.86126,36095,-6511.13874
3342,461,2023,Q3,40735.21497,20133,20602.21497
3343,461,2023,Q3,13198.24732,18723,-5524.752683
3344,461,2023,Q3,11964.49219,15614,-3649.507805
3354,501,2023,Q3,18632.30903,22667,-4034.690973
3355,501,2023,Q3,26898.90993,19575,7323.909928
3356,501,2023,Q3,18181.86645,10677,7504.866453
3366,502,2023,Q3,30757.47351,15912,14845.47351
3367,502,2023,Q3,28497.97357,36799,-8301.026432
3368,502,2023,Q3,17835.56175,26465,-8629.438251
3378,503,2023,Q3,21113.27253,12211,8902.272526
3379,503,2023,Q3,22278.48521,25097,-2818.514791
3380,503,2023,Q3,11708.40729,13975,-2266.592713
3390,504,2023,Q3,42447.87616,48873,-6425.123841
3391,504,2023,Q3,15095.72556,23246,-8150.274439
3392,504,2023,Q3,16830.82766,15195,1635.827663
3402,505,2023,Q3,28375.6858,23446,4929.685804
3403,505,2023,Q3,44078.63772,39918,4160.637723
3404,505,2023,Q3,22865.8615,28167,-5301.138498
3414,506,2023,Q3,30027.03228,31341,-1313.967721
3415,506,2023,Q3,41363.92351,31038,10325.92351
3416,506,2023,Q3,22624.23995,17628,4996.239946
3426,507,2023,Q3,43551.72368,27172,16379.72368
3427,507,2023,Q3,27031.8531,34648,-7616.1469
3428,507,2023,Q3,18154.33299,17584,570.3329899
3438,508,2023,Q3,17795.42283,12080,5715.422829
3439,508,2023,Q3,20328.89805,27123,-6794.101948
3440,508,2023,Q3,34152.10209,32961,1191.10209
3450,509,2023,Q3,30748.53813,27201,3547.538133
3451,509,2023,Q3,11705.7665,10935,770.7665021
3452,509,2023,Q3,25869.34406,13450,12419.34406
3462,510,2023,Q3,16597.13306,19465,-2867.866944
3463,510,2023,Q3,25993.80817,10837,15156.80817
3464,510,2023,Q3,40175.22448,36543,3632.224484
3474,511,2023,Q3,17344.29477,13244,4100.294766
3475,511,2023,Q3,14543.16386,10898,3645.163863
3476,511,2023,Q3,48186.44261,54672,-6485.557386
3486,512,2023,Q3,48660.97073,42304,6356.970726
3487,512,2023,Q3,22962.36881,27211,-4248.631189
3488,512,2023,Q3,45482.6549,20284,25198.6549
3498,513,2023,Q3,26217.18752,15230,10987.18752
3499,513,2023,Q3,47811.38659,15208,32603.38659
3500,513,2023,Q3,36770.74904,38047,-1276.250964
3510,514,2023,Q3,46097.0328,32495,13602.0328
3511,514,2023,Q3,43663.20798,18688,24975.20798
3512,514,2023,Q3,24561.73512,25474,-912.2648825
3522,515,2023,Q3,32187.31211,26369,5818.31211
3523,515,2023,Q3,31526.31754,32065,-538.6824552
3524,515,2023,Q3,25390.25193,33852,-8461.748067
3534,516,2023,Q3,15436.48921,20164,-4727.510786
3535,516,2023,Q3,42975.37701,13017,29958.37701
3536,516,2023,Q3,14257.96278,23415,-9157.037217
3546,517,2023,Q3,29006.31795,20737,8269.317953
3547,517,2023,Q3,47418.8163,42304,5114.8163
3548,517,2023,Q3,12784.42837,21931,-9146.57163
3558,518,2023,Q3,30377.00487,33994,-3616.995131
3559,518,2023,Q3,46823.34203,14082,32741.34203
3560,518,2023,Q3,20519.66374,21028,-508.336258
3570,519,2023,Q3,18014.47756,12284,5730.477555
3571,519,2023,Q3,13527.83215,15117,-1589.167853
3572,519,2023,Q3,33380.16515,20492,12888.16515
3582,520,2023,Q3,23046.15549,26033,-2986.844507
3583,520,2023,Q3,14389.01619,13484,905.0161881
3584,520,2023,Q3,38281.17506,33511,4770.175059
3594,521,2023,Q3,49623.73622,15021,34602.73622
3595,521,2023,Q3,32903.22484,40092,-7188.775157
3596,521,2023,Q3,20367.75814,19359,1008.758137
3606,522,2023,Q3,27586.38308,13520,14066.38308
3607,522,2023,Q3,10266.87104,14195,-3928.128956
3608,522,2023,Q3,39758.0136,47594,-7835.986401
3618,523,2023,Q3,20268.24666,28632,-8363.753344
3619,523,2023,Q3,18237.15106,23572,-5334.848939
3620,523,2023,Q3,44789.85625,39935,4854.856254
3630,524,2023,Q3,43858.47976,15626,28232.47976
3631,524,2023,Q3,12979.76454,10145,2834.764543
3632,524,2023,Q3,21213.73995,15708,5505.739949
3642,525,2023,Q3,31304.53802,13628,17676.53802
3643,525,2023,Q3,44441.52959,50941,-6499.47041
3644,525,2023,Q3,21904.56194,11327,10577.56194
3654,526,2023,Q3,29582.17974,28956,626.179739
3655,526,2023,Q3,45005.14056,16831,28174.14056
3656,526,2023,Q3,23350.49374,10036,13314.49374
3666,527,2023,Q3,40206.96995,28393,11813.96995
3667,527,2023,Q3,23273.81715,30625,-7351.182845
3668,527,2023,Q3,35373.17614,13726,21647.17614
3678,528,2023,Q3,22141.09752,11573,10568.09752
3679,528,2023,Q3,37839.41022,21248,16591.41022
3680,528,2023,Q3,14629.76013,23578,-8948.23987
3690,529,2023,Q3,32835.71272,40990,-8154.287276
3691,529,2023,Q3,42710.90629,10515,32195.90629
3692,529,2023,Q3,44539.48085,21454,23085.48085
3702,530,2023,Q3,44020.21113,43652,368.2111312
3703,530,2023,Q3,10701.22876,12991,-2289.771245
3704,530,2023,Q3,35568.7612,24113,11455.7612
3714,531,2023,Q3,33986.90369,18647,15339.90369
3715,531,2023,Q3,29980.34249,17315,12665.34249
3716,531,2023,Q3,27190.22401,13969,13221.22401
3726,532,2023,Q3,30085.34445,15072,15013.34445
3727,532,2023,Q3,26437.16434,21561,4876.164345
3728,532,2023,Q3,42527.08811,24477,18050.08811
3738,533,2023,Q3,31631.42396,37799,-6167.576044
3739,533,2023,Q3,24101.34185,31856,-7754.658149
3740,533,2023,Q3,16522.0686,21201,-4678.931405
3750,534,2023,Q3,35063.77553,43866,-8802.224467
3751,534,2023,Q3,10644.35408,15462,-4817.645918
3752,534,2023,Q3,13966.15022,14683,-716.8497798
3762,535,2023,Q3,25255.5729,28691,-3435.427097
3763,535,2023,Q3,44220.56491,38325,5895.564909
3764,535,2023,Q3,42246.90047,45728,-3481.09953
3774,536,2023,Q3,12036.041,19631,-7594.959002
3775,536,2023,Q3,46857.76421,21941,24916.76421
3776,536,2023,Q3,16244.02797,21670,-5425.972034
3786,537,2023,Q3,38404.84817,25453,12951.84817
3787,537,2023,Q3,18493.92046,24647,-6153.079542
3788,537,2023,Q3,11140.56983,20868,-9727.430174
3798,538,2023,Q3,46645.10028,32379,14266.10028
3799,538,2023,Q3,16095.99505,14486,1609.995049
3800,538,2023,Q3,19498.42435,25948,-6449.575648
3810,539,2023,Q3,11281.56781,13212,-1930.432193
3811,539,2023,Q3,22996.24888,20812,2184.248882
3812,539,2023,Q3,33432.51235,12723,20709.51235
3822,540,2023,Q3,46033.16345,55107,-9073.836554
3823,540,2023,Q3,40543.50118,42462,-1918.498816
3824,540,2023,Q3,39451.97047,42526,-3074.029527
3834,541,2023,Q3,33940.37967,10076,23864.37967
3835,541,2023,Q3,27835.95281,13611,14224.95281
3836,541,2023,Q3,28981.66321,23383,5598.663212
3846,542,2023,Q3,45233.45754,39322,5911.457543
3847,542,2023,Q3,48727.30211,38399,10328.30211
3848,542,2023,Q3,24295.87637,21784,2511.876373
3858,543,2023,Q3,34063.56691,43328,-9264.433088
3859,543,2023,Q3,35390.2021,31053,4337.202099
3860,543,2023,Q3,29000.35789,33934,-4933.642108
3870,544,2023,Q3,15948.7711,13589,2359.771104
3871,544,2023,Q3,10418.12267,12069,-1650.877331
3872,544,2023,Q3,32750.53732,14702,18048.53732
3882,545,2023,Q3,11869.47454,15017,-3147.525463
3883,545,2023,Q3,14894.90139,20497,-5602.098609
3884,545,2023,Q3,16315.46042,15669,646.4604214
3894,546,2023,Q3,41866.14118,35275,6591.141185
3895,546,2023,Q3,39693.70621,28667,11026.70621
3896,546,2023,Q3,15067.45581,16462,-1394.544192
3906,547,2023,Q3,12539.00614,14940,-2400.993864
3907,547,2023,Q3,10926.14582,17109,-6182.85418
3908,547,2023,Q3,17729.06862,15056,2673.068618
3918,550,2023,Q3,38409.78935,11622,26787.78935
3919,550,2023,Q3,15847.91118,19156,-3308.08882
3920,550,2023,Q3,22198.08406,27114,-4915.915936
3930,551,2023,Q3,41447.48472,48154,-6706.515279
3931,551,2023,Q3,41757.03071,20237,21520.03071
3932,551,2023,Q3,46464.90091,32059,14405.90091
3942,552,2023,Q3,45800.39921,19960,25840.39921
3943,552,2023,Q3,13276.78028,20240,-6963.219725
3944,552,2023,Q3,17735.17926,15986,1749.179259
3954,553,2023,Q3,41421.96105,39349,2072.96105
3955,553,2023,Q3,26188.39844,18964,7224.398442
3956,553,2023,Q3,33534.59207,29903,3631.592066
